#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Oct 09 10:47:01 EDT 2017,78,78,Assignment3Suite,BuildTest2+ BuildTest3+ DelMinTest1+ DelMinTest3+ DelMinTest4+ EfficiencyTest1+ GetMinTest2+ GetMinTest3+ InsertTest1+ InsertTest2+ InsertTest3+ SizeTest1+ SizeTest2+ SizeTest3+ SizeTest4+ , ,BuildTest1- DelMinTest2- EverythingTest- GetMinTest1- , ,
1,Mon Oct 09 21:34:58 EDT 2017,78,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest GetMinTest1 , ,
2,Mon Oct 09 21:59:33 EDT 2017,78,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest GetMinTest1 , ,
3,Mon Oct 09 22:07:55 EDT 2017,42,-36,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1 SizeTest3 , ,BuildTest1 DelMinTest1- DelMinTest2 DelMinTest4- EverythingTest GetMinTest1 InsertTest2- InsertTest3- SizeTest1- SizeTest2- SizeTest4- , ,
4,Mon Oct 09 22:08:08 EDT 2017,42,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1 SizeTest3 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest4 , ,
5,Mon Oct 09 22:08:33 EDT 2017,78,36,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1+ DelMinTest3 DelMinTest4+ EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2+ InsertTest3+ SizeTest1+ SizeTest2+ SizeTest3 SizeTest4+ , ,BuildTest1 DelMinTest2 EverythingTest GetMinTest1 , ,
6,Mon Oct 09 22:20:30 EDT 2017,78,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest GetMinTest1 , ,
7,Mon Oct 09 22:30:56 EDT 2017,78,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest GetMinTest1 , ,
8,Mon Oct 09 22:35:30 EDT 2017,78,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest GetMinTest1 , ,
9,Mon Oct 09 22:37:56 EDT 2017,78,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest GetMinTest1 , ,
10,Mon Oct 09 23:42:06 EDT 2017,78,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest GetMinTest1 , ,
11,Mon Oct 09 23:44:10 EDT 2017,78,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest GetMinTest1 , ,
12,Mon Oct 09 23:45:19 EDT 2017,78,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest GetMinTest1 , ,
13,Mon Oct 09 23:50:20 EDT 2017,78,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest2 EverythingTest GetMinTest1 , ,
14,Mon Oct 09 23:52:03 EDT 2017,89,11,Assignment3Suite,BuildTest1+ BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest1+ GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EverythingTest , ,
15,Mon Oct 09 23:53:30 EDT 2017,78,-11,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1- DelMinTest2 EverythingTest GetMinTest1- , ,
16,Mon Oct 09 23:57:03 EDT 2017,89,11,Assignment3Suite,BuildTest1+ BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest1+ GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EverythingTest , ,
17,Tue Oct 10 00:20:46 EDT 2017,89,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EverythingTest , ,
18,Tue Oct 10 20:26:16 EDT 2017,89,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EverythingTest , ,
19,Tue Oct 10 20:36:51 EDT 2017,94,5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2+ DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EverythingTest , ,
20,Tue Oct 10 20:41:28 EDT 2017,68,-26,Assignment3Suite,BuildTest2 DelMinTest1 DelMinTest3 EfficiencyTest1 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1- BuildTest3- DelMinTest2- DelMinTest4- EverythingTest GetMinTest3- , ,
21,Tue Oct 10 20:41:41 EDT 2017,94,26,Assignment3Suite,BuildTest1+ BuildTest2 BuildTest3+ DelMinTest1 DelMinTest2+ DelMinTest3 DelMinTest4+ EfficiencyTest1 GetMinTest1 GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EverythingTest , ,
22,Tue Oct 10 22:26:01 EDT 2017,100,6,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest+ GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
23,Tue Oct 10 22:45:50 EDT 2017,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
24,Wed Oct 11 21:36:17 EDT 2017,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
25,Wed Oct 11 21:38:04 EDT 2017,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
26,Wed Oct 11 21:40:12 EDT 2017,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
27,Wed Oct 11 21:41:35 EDT 2017,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
28,Wed Oct 11 21:42:31 EDT 2017,94,-6,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1- , ,
29,Wed Oct 11 21:42:51 EDT 2017,100,6,Assignment3Suite,BuildTest1+ BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
