#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Sep 24 16:48:58 EDT 2017,11,11,Assignment2Suite,EmptyTest0+ RemoveTest0+ SizeTest0+ , ,ContainsTest0- ContainsTest1- EfficiencyTest1- EmptyTest1- FindMinMaxTest0- FindMinMaxTest1- FindMinMaxTest2- HeightTest- InsertAfterRemoveTest0- InsertAfterRemoveTest1- InsertAfterRemoveTest2- InsertTest0- InsertTest1- InsertTest2- RemoveTest1- RemoveTest2- RemoveTest3- RemoveTest4- RemoveTest5- RemoveTest6- RemoveTest7- SizeTest1- SizeTest2- , ,
1,Sun Sep 24 17:04:04 EDT 2017,42,31,Assignment2Suite,EmptyTest0 InsertAfterRemoveTest1+ InsertAfterRemoveTest2+ InsertTest0+ InsertTest1+ InsertTest2+ RemoveTest0 RemoveTest1+ RemoveTest3+ RemoveTest5+ SizeTest0 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest2 RemoveTest4 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
2,Sun Sep 24 17:11:41 EDT 2017,46,4,Assignment2Suite,EmptyTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 RemoveTest5 SizeTest0 SizeTest1+ , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest2 RemoveTest4 RemoveTest6 RemoveTest7 SizeTest2 , ,
3,Sun Sep 24 17:15:01 EDT 2017,26,-20,Assignment2Suite,EmptyTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest5 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1- InsertAfterRemoveTest2- RemoveTest0- RemoveTest1- RemoveTest2 RemoveTest3- RemoveTest4 RemoveTest6 RemoveTest7 SizeTest2 , ,
4,Sun Sep 24 17:18:45 EDT 2017,46,20,Assignment2Suite,EmptyTest0 InsertAfterRemoveTest1+ InsertAfterRemoveTest2+ InsertTest0 InsertTest1 InsertTest2 RemoveTest0+ RemoveTest1+ RemoveTest3+ RemoveTest5 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest2 RemoveTest4 RemoveTest6 RemoveTest7 SizeTest2 , ,
5,Sun Sep 24 17:20:02 EDT 2017,26,-20,Assignment2Suite,EmptyTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest5 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1- InsertAfterRemoveTest2- RemoveTest0- RemoveTest1- RemoveTest2 RemoveTest3- RemoveTest4 RemoveTest6 RemoveTest7 SizeTest2 , ,
6,Sun Sep 24 17:25:46 EDT 2017,46,20,Assignment2Suite,EmptyTest0 InsertAfterRemoveTest1+ InsertAfterRemoveTest2+ InsertTest0 InsertTest1 InsertTest2 RemoveTest0+ RemoveTest1+ RemoveTest3+ RemoveTest5 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest2 RemoveTest4 RemoveTest6 RemoveTest7 SizeTest2 , ,
7,Sun Sep 24 17:26:39 EDT 2017,46,0,Assignment2Suite,EmptyTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 RemoveTest5 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest2 RemoveTest4 RemoveTest6 RemoveTest7 SizeTest2 , ,
8,Sun Sep 24 17:28:26 EDT 2017,26,-20,Assignment2Suite,EmptyTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest5 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1- InsertAfterRemoveTest2- RemoveTest0- RemoveTest1- RemoveTest2 RemoveTest3- RemoveTest4 RemoveTest6 RemoveTest7 SizeTest2 , ,
9,Sun Sep 24 17:35:40 EDT 2017,46,20,Assignment2Suite,EmptyTest0 InsertAfterRemoveTest1+ InsertAfterRemoveTest2+ InsertTest0 InsertTest1 InsertTest2 RemoveTest0+ RemoveTest1+ RemoveTest3+ RemoveTest5 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest2 RemoveTest4 RemoveTest6 RemoveTest7 SizeTest2 , ,
10,Sun Sep 24 17:37:56 EDT 2017,50,4,Assignment2Suite,EmptyTest0 InsertAfterRemoveTest0+ InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 RemoveTest5 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest RemoveTest2 RemoveTest4 RemoveTest6 RemoveTest7 SizeTest2 , ,
